Subject,Question
Maths,?& ; x & ; 9 & ;(& ; 4 & ; x & ; 2 & ;+& ; 1 & ;)& ; 6 & ; d & ; x & ;& ; is equal to
Maths,?& ; e & ; x & ;(& ; 1 & ;?& ; x & ; 1 & ;+& ; x & ; 2 & ;)& ; 2 & ; d & ; x & ;& ; is equal to
Maths,?& ; x & ;+& ; sin & ;?& ; x & ; 1 & ;+& ; cos & ;?& ; x & ; d & ; x & ;& ; is equal to
Maths,?& ; tan & ;?& ; 1 & ;?& ; x & ; d & ; x & ;& ; is equal to
Maths,?& ;?& ; & ; 4 & ; & ; 4 & ; d & ; x & ; 1 & ;+& ; cos & ;?& ; 2 & ; x & ; is equal to
Maths,"If & ;?& ; x & ; 3 & ; d & ; x & ; 1 & ;+& ; x & ; 2 & ;=& ; a & ;(& ; 1 & ;+& ; x & ; 2 & ;)& ; 3 & ; 2 & ;+& ; b & ; 1 & ;+& ; x & ; 2 & ;+& ; C & ;, then"
Maths,The area by the circle & ; x & ; 2 & ;+& ; y & ; 2 & ;=& ; 2 & ;& ; is equal to
Maths,& ; The area by the ellipse & ; x & ; 2 & ; a & ; 2 & ;+& ; y & ; 2 & ; b & ; 2 & ;=& ; 1 & ; is equal to
Maths,The area of the region bounded by the curve & ; y & ;=& ; x & ; 2 & ; and the line & ; y & ;=& ; 16
Maths,"The area of the region bounded by the & ; y & ;- axis ,& ; y & ;=& ; cos & ;?& ; x & ;& ; and & ; y & ;=& ; sin & ;?& ; x & ;,& ; 0 & ; & ; x & ; & ; & ; 2 & ; is"
Maths,The area of the region bounded by the ellipse & ; x & ; 2 & ; 25 & ;+& ; y & ; 2 & ; 16 & ;=& ; 1 & ; is
Maths,The area of the region bounded by the curve & ; x & ;=& ; 2 & ; y & ;+& ; 3 & ;& ; and the & ; y & ; .& ; y & ;=& ; 1 & ; and & ; y & ;=& ;?& ; 1 & ;& ; is
Maths,"Area of the region in the first quadrant by the & ; x & ;- axis , the line & ; y & ;=& ; x & ;& ; and the circle & ; x & ; 2 & ;+& ; y & ; 2 & ;=& ; 32 & ;& ; is"
Maths,The area of the region bounded by the curve & ; x & ; 2 & ;=& ; 4 & ; y & ; and the straight line & ; x & ;=& ; 4 & ; y & ;?& ; 2 & ;& ; is
Maths,The area of the region bounded by the curve & ; y & ;=& ; x & ;+& ; 1 & ;& ; and the & ; x & ;=& ; 2 & ; and & ; x & ;=& ; 3 & ;& ; is
Maths,The area of the region bounded by the curve & ; y & ;=& ; 16 & ;?& ; x & ; 2 & ; and & ; x & ;- axis is
Maths,"The area of the region bounded by the curve & ; y & ;=& ; sin & ;?& ; x & ;& ; between the & ; x & ;=& ; 0 & ;,& ; x & ;=& ; & ; 2 & ;& ; and the & ; x & ;- axis is"
Maths,The area of the region bounded by parabola & ; y & ; 2 & ;=& ; x & ;& ; and the straight line & ; 2 & ; y & ;=& ; x & ;& ; is
Maths,The area of the region bounded by the circle & ; x & ; 2 & ;+& ; y & ; 2 & ;=& ; 1 & ; is
Maths,Area of the region bounded by the curve & ; y & ;=& ; cos & ;?& ; x & ; between & ; x & ;=& ; 0 & ;& ; and & ; x & ;=& ; & ; i s
Maths,The degree of the differential equation & ;(& ; 1 & ;+& ; d & ; y & ; d & ; x & ;)& ; 3 & ;=& ;(& ; d & ; 2 & ; y & ; d & ; x & ; 2 & ;)& ; 2 & ; is
Maths,The solution of the differential equation & ; x & ; d & ; y & ; d & ; x & ;+& ; 2 & ; y & ;=& ; x & ; 2 & ;& ; is
Maths,d x ? y = 3 a family of
Maths,& ; The factor of the differential & ; y & ; d & ; x & ;(& ; x & ; log & ;?& ; x & ;)& ;+& ; y & ;=& ; 2 & ; log & ;?& ; x & ; is & ;& ;
Maths,The order of the differential equation of all of given radius & ; a & ;& ; is :
Maths,& ; A solution of the differential equation & ;(& ; d & ; y & ; d & ; x & ;)& ; 2 & ;?& ; x & ; d & ; y & ; d & ; x & ;+& ; y & ;=& ; 0 & ;& ; is
Maths,The degree of the differential & ; 2 & ; y & ; d & ; x & ; 2 & ;+& ; 3 & ;(& ; d & ; y & ; d & ; x & ;)& ; 2 & ;=& ; x & ; 2 & ; log & ;?& ;(& ; d & ; 2 & ; y & ; d & ; x & ; 2 & ;)& ; is & ;& ;
Maths,Which of the following is not a homogeneous function of & ; x & ;& ; and & ; y & ;.
Maths,"& ; The order and degree of the differential equation & ;[& ; 1 & ;+& ;(& ; d & ; y & ; d & ; x & ;)& ; 2 & ;]& ; 2 & ;?& ; d & ; 2 & ; y & ; d & ; x & ; 2 & ; respectively , are"
Maths,Solution of the differential equation & ; d & ; x & ; x & ;+& ; d & ; y & ; y & ;=& ; 0 & ;& ; is
Maths,The degree of the differential equation & ;[& ; 1 & ;+& ;(& ; d & ; y & ; d & ; x & ;)& ; 2 & ;]& ; 3 & ; 2 & ;=& ; d & ; 2 & ; y & ; d & ; x & ; 2 & ; is & ;
Maths,Solution of differential equation & ; x & ; d & ; y & ;?& ; y & ; d & ; x & ;=& ; 0 & ;& ; :
Maths,factor of the differential equation & ; cos & ;?& ; x & ; a & ; y & ; d & ; x & ;+& ; y & ; sin & ;?& ; x & ;=& ; 1 & ;& ; is :
Maths,Solution of the differential equation & ; sec & ; 2 & ;?& ; x & ; d & ; x & ;+& ; tan & ;?& ; x & ; sec & ; 2 & ;?& ; y & ; d & ; y & ;=& ; 0 & ;& ; is :
Maths,Family & ; y & ;=& ; A & ; x & ;+& ; A & ; 3 & ; of is by the differential equation of degree
Maths,"If & ; y & ;=& ; e & ;?& ; x & ;(& ;& ; A & ; cos & ;?& ; x & ;+& ; B & ; s & ; i & ; n & ; x & ;)& ;, then & ; y & ;& ; is a solution of"
Maths,The degree of the differential equation & ;(& ; d & ; 2 & ; y & ; d & ; x & ; 2 & ;)& ; 2 & ;+& ;(& ; d & ; y & ; d & ; x & ;)& ; 2 & ;=& ; x & ; sin & ;?& ;(& ; d & ; y & ; d & ; x & ;)& ; is :
Maths,"Solution of & ; d & ; y & ; d & ; x & ;?& ; y & ;=& ; 1 & ;,& ; y & ;(& ; 0 & ;)& ;=& ; 1 & ;& ; is given by & ;"
Maths,"The order and degree of the differential equation & ; d & ; 2 & ; y & ; d & ; x & ; 2 & ;+& ;(& ; d & ; y & ; d & ; x & ;)& ; 1 & ; 4 & ;+& ; x & ; 1 & ; 5 & ;=& ; 0 & ;, respectively , are"
Maths,factor of & ; x & ; d & ; y & ; d & ; x & ;?& ; y & ;=& ; x & ; 4 & ;?& ; 3 & ; x & ;& ; is :
Maths,"The differential equation for & ; y & ;=& ; A & ; cos & ;?& ; & ; x & ;+& ; B & ; sin & ;?& ; & ; x & ;, where & ; A & ; and & ; B & ;& ; are arbitrary is"
Maths,The number of of & ; d & ; y & ; d & ; x & ;=& ; y & ;+& ; 1 & ; x & ;?& ; 1 & ; when & ; y & ;(& ; 1 & ;)& ;=& ; 2 & ;& ; is :
Maths,The degree of the differential equation & ; d & ; 2 & ; y & ; d & ; x & ; 2 & ;+& ;(& ; d & ; y & ; d & ; x & ;)& ; 3 & ;+& ; 6 & ; y & ; 5 & ;=& ; 0 & ; is :
Maths,The general solution of & ; e & ; x & ; cos & ;?& ; y & ; d & ; x & ;?& ; e & ; x & ; sin & ;?& ; y & ; d & ; y & ;=& ; 0 & ;& ; is :
Maths,Which of the following is a second order differential equation ?
Maths,factor of the differential equation & ;(& ; 1 & ;?& ; x & ; 2 & ;)& ; d & ; y & ; d & ; x & ;?& ; x & ; y & ;=& ; 1 & ;& ; is
Maths,"The solution of & ; d & ; y & ; d & ; x & ;+& ; y & ;=& ; e & ;?& ; x & ;,& ; y & ;(& ; 0 & ;)& ;=& ; 0 & ;& ; is :"
Maths,The differential equation & ; y & ; d & ; y & ; d & ; x & ;+& ; x & ;=& ; c & ;& ; :
Maths,tan & ;?& ; 1 & ;?& ; x & ;+& ; tan & ;?& ; 1 & ;?& ; y & ;=& ; c & ; is the general solution of the differential equation :(& ; 1 & ;+& ; x & ; 2 & ;)& ; d & ; x & ;+& ;(& ; 1 & ;+& ; y & ; 2 & ;)& ; d & ; y & ;=& ; 0
Maths,The factor of the differential equation & ; d & ; y & ; d & ; x & ;+& ; y & ;=& ; 1 & ;+& ; y & ; x & ;& ; is :
Maths,factor of the differential equation & ; d & ; y & ; d & ; x & ;+& ; y & ; tan & ;?& ; x & ;?& ; sec & ;?& ; x & ;=& ; 0 & ;& ; is :
Maths,The solution of the differential equation & ; d & ; y & ; d & ; x & ;=& ; 1 & ;+& ; y & ; 2 & ; 1 & ;+& ; x & ; 2 & ;& ; is :
Maths,y & ;=& ; a & ; e & ; m & ; x & ;+& ; b & ; e & ;?& ; m & ; x & ; which of the following differential equation ?
Maths,The solution of & ; x & ; d & ; y & ; d & ; x & ;+& ; y & ;=& ; e & ; x & ; is :
Maths,The solution of the differential equation & ; cos & ;?& ; x & ; sin & ;?& ; y & ; d & ; x & ;+& ; sin & ;?& ; x & ; cos & ;?& ; y & ; d & ; y & ;=& ; 0 & ;& ; is :
Maths,The curve for which the slope of the tangent at any point is equal to the ratio of the to the ordinate of the point is :
Maths,The general solution of the differential equation & ; d & ; y & ; d & ; x & ;=& ; e & ; x & ; 2 & ; 2 & ;+& ; x & ; y & ; is :
Maths,Which of the following is the general solution of & ; d & ; 2 & ; y & ; d & ; x & ; 2 & ;?& ; 2 & ; d & ; y & ; d & ; x & ;+& ; y & ;=& ; 0 & ;?
Maths,The order and degree of the differential equation & ;[& ; 1 & ;+& ;(& ; d & ; y & ; d & ; x & ;)& ; 2 & ;]& ;=& ; d & ; 2 & ; y & ; d & ; x & ; 2 & ;& ; are :
Maths,"The differential equation of the family of & ; x & ; 2 & ;+& ; y & ; 2 & ;?& ; 2 & ; a & ; y & ;=& ; 0 & ;, where & ; a & ;& ; is arbitrary constant , is :"
Maths,"The differential equation for which & ; y & ;=& ; a & ; cos & ;?& ; x & ;+& ; b & ; sin & ;?& ; x & ;& ; is a solution , is :"
Maths,The general solution of & ; d & ; y & ; d & ; x & ;=& ; 2 & ; x & ; e & ; x & ; 2 & ;?& ; y & ;& ; is :
Maths,The solution of the equation & ;(& ; 2 & ; y & ;?& ; 1 & ;)& ; d & ; x & ;?& ;(& ; 2 & ; x & ;+& ; 3 & ;)& ; d & ; y & ;=& ; 0 & ;& ; is :
Maths,The differential equation of the family of & ; y & ; 2 & ;=& ; 4 & ; a & ;(& ; x & ;+& ; a & ;)& ; is :
Maths,Family & ; y & ;=& ; A & ; x & ;+& ; A & ; 3 & ; of will correspond to a differential equation of order
Maths,The order and degree of the differential equation (& ; d & ; 3 & ; y & ; d & ; x & ; 3 & ;)& ; 2 & ;?& ; 3 & ; d & ; 2 & ; y & ; d & ; x & ; 2 & ;+& ; 2 & ;(& ; d & ; y & ; d & ; x & ;)& ; 4 & ;=& ; y & ; 4 & ;& ; are
Maths,"The solution of & ; d & ; y & ; d & ; x & ;+& ; y & ;=& ; e & ;?& ; x & ;,& ; y & ;(& ; 0 & ;)& ;=& ; 0 & ;& ; is :"
Maths,Solution of the differential equation & ; d & ; y & ; d & ; x & ;+& ; y & ; x & ;=& ; sin & ;?& ; x & ;& ; is :
Maths,The general solution of the differential equation & ;(& ; e & ; x & ;+& ; 1 & ;)& ; y & ; d & ; y & ;=& ;(& ; y & ;+& ; 1 & ;)& ; e & ; x & ; d & ; x & ;& ; is :
Maths,General solution of & ; d & ; y & ; d & ; x & ;+& ; y & ; tan & ;?& ; x & ;=& ; sec & ;?& ; x & ;& ; is :
Maths,The solution of the differential equation & ; d & ; y & ; d & ; x & ;=& ; e & ; x & ;?& ; y & ;+& ; x & ; 2 & ; e & ; y & ; is :
Maths,The solution of the differential equation & ; d & ; y & ; d & ; x & ;+& ; 2 & ; x & ; y & ; 1 & ;+& ; x & ; 2 & ;=& ; 1 & ;(& ; 1 & ;+& ; x & ; 2 & ;)& ; 2 & ; is :
Maths,"The vector with initial point & ; P & ;(& ; 2 & ;,& ;?& ; 3 & ;,& ; 5 & ;)& ; and terminal point & ; Q & ;(& ; 3 & ;,& ;?& ; 4 & ;,& ; 7 & ;)& ;& ; is"
Maths,The projection of vector & ; a & ;?& ;=& ; 2 & ; i & ;^& ;?& ; j & ;^& ;+& ; k & ;^& ; along & ; b & ;?& ;=& ; i & ;^& ;+& ; 2 & ; j & ;^& ;+& ; 2 & ; k & ;^& ; is
Maths,"If & ; a & ;?& ;& ; and & ; b & ;?& ;& ; are unit , then what is the angle between & ; a & ;?& ;& ; and & ; b & ;?& ;& ; for & ; 3 & ; a & ;?& ;?& ; b & ;?& ;& ; to be a unit vector ?"
Maths,The unit vector perpendicular to the & ; i & ;^& ;?& ; j & ;^& ; and & ; i & ;^& ;+& ; j & ;^& ;& ; forming a right handed system is
Maths,"& ; The 2 & ; j & ;^& ;+& ; k & ;^& ;& ; and & ; 3 & ; i & ;^& ;?& ; j & ;^& ;+& ; 4 & ; k & ;^& ;& ; the two sides & ; A & ; B & ;& ; and , respectively of a & ;?& ; A & ; B & ; C & ;. The length of the median through & ; A & ;& ; is"
Maths,The value of & ;?& ; for which the two & ; 2 & ; i & ;^& ;?& ; j & ;^& ;+& ; 2 & ; k & ;^& ; and & ; 3 & ; i & ;^& ;+& ;?& ; j & ;^& ;+& ; k & ;^& ;& ; are perpendicular is
Maths,The magnitude of the vector & ; 6 & ; i & ;^& ;+& ; 2 & ; j & ;^& ;+& ; 3 & ; k & ;^& ;& ; is
Maths,The angle between the & ; i & ;^& ;?& ; j & ;^& ; and & ; j & ;^& ;?& ; k & ;^& ;& ; is
Maths,"If & ;|& ; a & ;?& ;|& ;=& ; 8 & ;,& ;|& ; b & ;?& ;|& ;=& ; 3 & ; and & ;|& ; a & ;?& ;?& ; b & ;?& ;|& ;=& ; 12 & ;, then value of & ; a & ;?& ;?& ; b & ;?& ;& ; is"
Maths,"& ; If & ;|& ; a & ;?& ;|& ;=& ; 3 & ;& ; and & ;?& ; 1 & ; & ; k & ; & ; 2 & ;, then & ;|& ; k & ; a & ;?& ;|& ; in the interval"
Maths,The position vector of the point which the join of with position & ; a & ;?& ;+& ; b & ;?& ; and & ; 2 & ; a & ;?& ;?& ; b & ;?& ;& ; in the ratio & ; 1 & ;:& ; 2 & ; is
Maths,The area of the parallelogram whose adjacent sides are & ; i & ;^& ;+& ; k & ;^& ;& ; and & ; 2 & ; i & ;^& ;+& ; j & ;^& ;+& ; k & ;^& ;& ; is
Maths,"The from origin to the & ; A & ;& ; and & ; B & ;& ; are & ; a & ;?& ;=& ; 2 & ; i & ;^& ;?& ; 3 & ; j & ;^& ;+& ; 2 & ; k & ;^& ;& ; and & ; b & ;?& ;=& ; 2 & ; i & ;^& ;+& ; 3 & ; j & ;^& ;+& ; k & ;^& ;, respectively , then the area of triangle & ; O & ; A & ; B & ;& ; is"
Maths,"The angle between two & ; a & ;?& ;& ; and & ; b & ;?& ;& ; with & ; 3 & ; and 4 , respectively , and & ; a & ;?& ;?& ; b & ;?& ;=& ; 2 & ; 3 & ;& ; is & ;"
Maths,"The vector initial and terminal as & ;(& ; 2 & ;,& ; 5 & ;,& ; 0 & ;)& ;& ; and & ;(& ;?& ; 3 & ;,& ; 7 & ;,& ; 4 & ;)& ;, respectively is & ;"
Maths,Find the value of & ;?& ;& ; such that the & ; a & ;?& ;=& ; 2 & ; i & ;^& ;+& ;?& ; j & ;^& ;+& ; k & ;^& ;& ; and & ; b & ;?& ;=& ; i & ;^& ;+& ; 2 & ; j & ;^& ;+& ; 3 & ; k & ;^& ;& ; are orthogonal
Maths,The value of & ;?& ;& ; for which the & ; 3 & ; i & ;^& ;?& ; 6 & ; j & ;^& ;+& ; k & ;^& ;& ; and & ; 2 & ; i & ;^& ;?& ; 4 & ; j & ;^& ;+& ;?& ; k & ;^& ;& ; are parallel is & ;
Maths,The position vector of the point which the join of & ; 2 & ; a & ;?& ;?& ; 3 & ; b & ;?& ;& ; and & ; a & ;?& ;+& ; b & ;?& ;& ; in the ratio & ; 3 & ;:& ; 1 & ;& ; is & ;
Maths,The vector in the direction of the vector & ; i & ;^& ;?& ; 2 & ; j & ;^& ;+& ; 2 & ; k & ;^& ;& ; that magnitude 9 is
Maths,The number of of unit length perpendicular to the & ; a & ;?& ;=& ; 2 & ; i & ;^& ;+& ; j & ;^& ;+& ; 2 & ; k & ;^& ;& ; and & ; b & ;?& ;=& ; j & ;^& ;+& ; k & ;^& ;& ; is
Maths,"The & ;?& ; i & ;^& ;+& ; j & ;^& ;+& ; 2 & ; k & ;^& ;,& ; i & ;^& ;+& ;?& ; j & ;^& ;?& ; k & ;^& ;& ; and & ; 2 & ; i & ;^& ;?& ; j & ;^& ;+& ;?& ; k & ;^& ;& ; are coplanar if"
Maths,"If & ;|& ; a & ;?& ;|& ;=& ; 10 & ;,& ;|& ; b & ;?& ;|& ;=& ; 2 & ;& ; and & ; a & ;?& ;?& ; b & ;?& ;=& ; 12 & ;, then value of & ;|& ; a & ;?& ;?& ; b & ;?& ;|& ;& ; is & ;"
Maths,"For any vector & ; a & ;?& ;, the value of & ;(& ; a & ;?& ;?& ; i & ;)& ; 2 & ;+& ;(& ; a & ;?& ;?& ; j & ;)& ; 2 & ;+& ;(& ; a & ;?& ;?& ; k & ;)& ; 2 & ; is equal to"
Maths,"If & ;|& ; a & ;?& ;|& ;=& ; 4 & ;& ; and & ;?& ; 3 & ; & ;?& ; & ; 2 & ;, then the range of & ;|& ;?& ; a & ;?& ;|& ;& ; is & ;"
Maths,"If & ; a & ;?& ;,& ; b & ;?& ;,& ; c & ;?& ;& ; are three such that & ; a & ;?& ;+& ; b & ;?& ;+& ; c & ;?& ;=& ; 0 & ;?& ; and & ;|& ; a & ;?& ;|& ;=& ; 2 & ;,& ;|& ; b & ;?& ;|& ;=& ; 3 & ;,& ;|& ; c & ;?& ;|& ;=& ; 5 & ;, then value of & ; a & ;?& ;?& ; b & ;?& ;+& ; b & ;?& ;?& ; c & ;?& ;+& ; c & ;?& ;?& ; a & ;?& ;& ; is"
Maths,Projection vector of & ; a & ;?& ;& ; on & ; b & ;?& ;& ; is
Maths,"If & ; a & ;?& ;,& ; b & ;?& ;,& ; c & ;?& ;& ; are unit such that & ; a & ;?& ;+& ; b & ;?& ;+& ; c & ;?& ;=& ; 0 & ;?& ;, then the value of & ; a & ;?& ;?& ; b & ;?& ;+& ; b & ;?& ; c & ;?& ;+& ; c & ;?& ;?& ; a & ;?& ;& ; is & ;"
Maths,"The of the foot of the perpendicular drawn from the point & ;(& ; 2 & ;,& ; 5 & ;,& ; 7 & ;)& ;& ; on the & ; x & ;- axis are given by"
Maths,The of & ; x & ;- axis in space are
Maths,"P is a point on the line segment joining the & ;(& ; 3 & ;,& ; 2 & ;,& ;?& ; 1 & ;)& ; and & ;(& ; 6 & ;,& ; 2 & ;,& ;?& ; 2 & ;)& ;. If & ; x & ;& ; - ordinate of & ; P & ;& ; is & ; 5 , then its & ; y & ;& ; - ordinate is"
Maths,"The distance of a point & ; P & ;(& ; a & ;,& ; b & ;,& ; c & ;)& ;& ; from & ; x & ;- axis is"
Maths,"If & ; & ;,& ;?& ;,& ;?& ;& ; are the that a line with the positive direction of & ; x & ;,& ; y & ;,& ; z & ;& ; axis , respectively , then the direction of the line are ."
Maths,A line equal with - ordinate axis . Direction of this line are
Maths,"Distance of the point & ;(& ; & ;,& ;?& ;,& ;?& ;)& ; from & ; y & ;- axis is"
Maths,The sine of the angle between the straight line & ; x & ;?& ; 2 & ; 3 & ;=& ; y & ;?& ; 3 & ; 4 & ;=& ; z & ;?& ; 4 & ; 5 & ; and the plane & ; 2 & ; x & ;?& ; 2 & ; y & ;+& ; z & ;=& ; 5 & ;& ; is
Maths,The locus by & ; x & ; y & ;+& ; y & ; z & ;=& ; 0 & ;& ; is
Maths,The distance of the plane & ; r & ;?& ;?& ;(& ; 2 & ; 7 & ; i & ;^& ;+& ; 3 & ; 7 & ; j & ;^& ;?& ; 6 & ; 7 & ; k & ;^& ;)& ;=& ; 1 & ;& ; from the origin is
Maths,"If the of a line are & ; k & ;,& ; k & ;,& ; k & ;, then"
Maths,The plane & ; 2 & ; x & ;?& ; 3 & ; y & ;+& ; 6 & ; z & ;?& ; 11 & ;=& ; 0 & ;& ; an angle & ; sin & ;?& ; 1 & ;?& ;(& ; & ;)& ; with & ; x & ;- axis . The value of & ; & ;& ; is equal to
Maths,"The area of the quadrilateral & ; A & ; B & ; C & ; D & ;, where & ; A & ;(& ; 0 & ;,& ; 4 & ;,& ; 1 & ;)& ;,& ; B & ;(& ; 2 & ;,& ; 3 & ;,& ;?& ; 1 & ;)& ;,& ; C & ;(& ; 4 & ;,& ; 5 & ;,& ; 0 & ;)& ; and & ; D & ;(& ; 2 & ;,& ; 6 & ;,& ; 2 & ;)& ;, is equal to"
Maths,"The reflection of the point & ;(& ; & ;,& ;?& ;,& ;?& ;)& ; in the & ; x & ; y & ;?& ; plane is"
Maths,Feasible region ( shaded ) for a is shown in the Fig . 14 . 6 . Minimum of & ; Z & ;=& ; 4 & ; x & ;+& ; 3 & ; y & ;& ; at the point
Maths,"The corner of the feasible region determined by the system of linear are & ;(& ; 0 & ;,& ; 10 & ;)& ;,& ;(& ; 5 & ;,& ; 5 & ;)& ;,& ;(& ; 15 & ;,& ; 15 & ;)& ;,& ;(& ; 0 & ;,& ; 20 & ;)& ;. Let & ; Z & ;=& ; p & ; x & ;+& ; q & ; y & ;, where & ; p & ;,& ; q & ;& ;& ; 0 & ;& ; Condition on & ; p & ;& ; and & ; q & ;& ; so that the maximum of & ; Z & ;& ; at both the & ;(& ; 15 & ;,& ; 15 & ;)& ; and & ;(& ; 0 & ;,& ; 20 & ;)& ;& ; is"
Maths,"Corner of the feasible region determined by the system of linear are & ;(& ; 0 & ;,& ; 3 & ;)& ;,& ;(& ; 1 & ;,& ; 1 & ;)& ; and & ;(& ; 3 & ;,& ; 0 & ;)& ;. Let & ; Z & ;=& ; p & ; x & ;+& ; q & ; y & ;, where & ; p & ;,& ; q & ;& ;& ; 0 & ;. Condition on & ; p & ; and & ; q & ; so that the minimum of & ; Z & ; at & ;(& ; 3 & ;,& ; 0 & ;)& ; and & ;(& ; 1 & ;,& ; 1 & ;)& ; is"
Maths,The feasible region for an is shown in the Fig . 12 . 13 . Let & ; F & ;=& ; 3 & ; x & ;?& ; 4 & ; y & ;& ; be the objective function . Maximum value of & ; F & ;& ; is .
Maths,"Corner of the feasible region for an are & ;(& ; 0 & ;,& ; 2 & ;)& ;,& ;(& ; 3 & ;,& ; 0 & ;)& ;,& ;(& ; 6 & ;,& ; 0 & ;)& ;,& ;(& ; 6 & ;,& ; 8 & ;)& ; and & ;(& ; 0 & ;,& ; 5 & ;)& ;. Let & ; F & ;=& ; 4 & ; x & ;+& ; 6 & ; y & ;& ; be the objective function ."
Maths,"The corner of the feasible region determined by the system of linear are & ;(& ; 0 & ;,& ; 0 & ;)& ;,& ;(& ; 0 & ;,& ; 40 & ;)& ;,& ;(& ; 20 & ;,& ; 40 & ;)& ;,& ;(& ; 60 & ;,& ; 20 & ;)& ;,& ;(& ; 60 & ;,& ; 0 & ;)& ;. The objective function is & ; Z & ;=& ; 4 & ; x & ;+& ; 3 & ; y & ;. Compare the quantity in Column A and Column A & ; & ; & ; & ; & ; & ; & ; & ; Column B & ; Maximum of & ; Z & ; & ; & ; & ; & ; & ; & ; 325"
Maths,The feasible solution for a is shown in Fig . 12 . 12 . Let & ; Z & ;=& ; 3 & ; x & ;?& ; 4 & ; y & ; be the
Maths,"Let & ; A & ;& ; and & ; B & ;& ; be two such that & ; P & ;(& ; A & ;)& ;=& ; 0 . 6 & ;,& ; P & ;(& ; B & ;)& ;=& ; 0 . 2 & ;, and & ; P & ;(& ; A & ;?& ; B & ;)& ;=& ; 0 . 5 & ; Then & ; P & ;(& ; A & ;?& ;?& ; B & ;?& ;)& ;"
Maths,"Let & ; X & ;& ; be a discrete random variable assuming & ; x & ; 1 & ;,& ; x & ; 2 & ;,& ;?& ;,& ; x & ; n & ; with & ; p & ; 1 & ;,& ; p & ; 2 & ;,& ;?& ;,& ; p & ; n & ;, respectively . Then variance of & ; X & ;& ; is given by"
Maths,"Let & ; A & ;& ; and & ; B & ;& ; be two . If & ; P & ;(& ; A & ;)& ;=& ; 0 . 2 & ;,& ; P & ;(& ; B & ;)& ;=& ; 0 . 4 & ;,& ; P & ;(& ; A & ;?& ; B & ;)& ;=& ; 0 . 6 & ; then & ; P & ;(& ; A & ;?& ; B & ;)& ;& ; is equal to"
Maths,"If & ; A & ;& ; and & ; B & ;& ; are independent such that & ; 0 & ;& ;& ; P & ;(& ; A & ;)& ;& ;& ; 1 & ; and & ; 0 & ;& ;& ; P & ;(& ; B & ;)& ;& ;& ; 1 & ;, then which of the following is not correct ?"
Maths,Let & ; X & ;& ; be a discrete random variable . The probability distribution of & ; X & ;& ; is given below : Then & ; E & ;(& ; X & ;)& ; is equal to
Maths,"A & ;& ; and & ; B & ;& ; are such that & ; P & ;(& ; A & ;)& ;=& ; 0 . 4 & ;,& ; P & ;(& ; B & ;)& ;=& ; 0 . 3 & ;& ; and & ; P & ;(& ; A & ;?& ; B & ;)& ;=& ; 0 . 5 & ;. Then P & ;(& ; B & ;?& ; & ; A & ;)& ;"
Maths,"I & ; f & ;(& ; A & ;)& ;=& ; 3 & ; 10 & ;,& ; P & ;(& ; B & ;)& ;=& ; 2 & ; 5 & ; and & ; P & ;(& ; A & ;?& ; B & ;)& ;=& ; 3 & ; 5 & ;, then & ; P & ;(& ; B & ;?& ; A & ;)& ;+& ; P & ;(& ; A & ;?& ; B & ;)& ;& ;"
Maths,"If & ; P & ;(& ; A & ;)& ;=& ; 4 & ; 5 & ;, and & ; P & ;(& ; A & ; & ; B & ;)& ;=& ; 7 & ; 10 & ;, then & ; P & ;(& ; B & ;?& ; A & ;)& ; is equal to"
Maths,"If & ; P & ;(& ; A & ;)& ;=& ; 2 & ; 5 & ;,& ; P & ;(& ; B & ;)& ;=& ; 3 & ; 10 & ; and & ; P & ;(& ; A & ; & ; B & ;)& ;=& ; 1 & ; 5 & ;, then & ; P & ;(& ; A & ;?& ;?& ; B & ;?& ;)& ;?& ; P & ;(& ; B & ;?& ;?& ; A & ;?& ;)& ; is"
Maths,"If & ; P & ;(& ; B & ;)& ;=& ; 3 & ; 5 & ;,& ; P & ;(& ; A & ;?& ; B & ;)& ;=& ; 1 & ; 2 & ; and & ; P & ;(& ; A & ;?& ; B & ;)& ;=& ; 4 & ; 5 & ;, then & ; P & ;(& ; A & ;?& ; B & ;)& ;?& ;+& ; P & ;(& ; A & ;?& ;?& ; B & ;)& ;="
Maths,"If & ; A & ;& ; and & ; B & ;& ; are two and & ; A & ;?& ;?& ;,& ; B & ;?& ;?& ;, then"
Maths,"You are given that & ; A & ;& ; and & ; B & ;& ; are two such that & ; P & ;(& ; B & ;)& ;=& ; 3 & ; 5 & ;,& ; P & ;(& ; A & ;?& ; B & ;)& ;=& ; 1 & ; 2 & ; & ;(& ; A & ;?& ; B & ;)& ;=& ; 4 & ; 5 & ;, then & ; P & ;(& ; A & ;)& ;"
Maths,"If & ; P & ;(& ; A & ; & ; B & ;)& ;=& ; 7 & ; 10 & ; and & ; P & ;(& ; B & ;)& ;=& ; 17 & ; 20 & ;, then & ; P & ;(& ; A & ;?& ; B & ;)& ;"
Maths,"If & ; A & ;& ; and & ; B & ;& ; are two such that & ; P & ;(& ; A & ;)& ;=& ; 1 & ; 2 & ;,& ; P & ;(& ; B & ;)& ;=& ; 1 & ; 3 & ;,& ; P & ;(& ; A & ;/& ; B & ;)& ;=& ; 1 & ; 4 & ;, & ;(& ; A & ;?& ; & ; B & ;)& ;"
